"activity_type" "subject" "domain" "detector" "operation" "mean"
"LAYING" 15 "frequency" "BodyBodyAccJerkMag" "std" -0.972530077916667
"SITTING" 15 "frequency" "BodyBodyAccJerkMag" "std" -0.983276251694915
"STANDING" 15 "frequency" "BodyBodyAccJerkMag" "std" -0.980184086603774
"WALKING" 15 "frequency" "BodyBodyAccJerkMag" "std" -0.342411927851852
"WALKING_DOWNSTAIRS" 15 "frequency" "BodyBodyAccJerkMag" "std" 0.1505077506
"WALKING_UPSTAIRS" 15 "frequency" "BodyBodyAccJerkMag" "std" -0.391313399375
"LAYING" 16 "frequency" "BodyBodyAccJerkMag" "std" -0.98724716
"SITTING" 16 "frequency" "BodyBodyAccJerkMag" "std" -0.982190554782609
"STANDING" 16 "frequency" "BodyBodyAccJerkMag" "std" -0.985912716923077
"WALKING" 16 "frequency" "BodyBodyAccJerkMag" "std" -0.441447754509804
"WALKING_DOWNSTAIRS" 16 "frequency" "BodyBodyAccJerkMag" "std" -0.0919623368021277
"WALKING_UPSTAIRS" 16 "frequency" "BodyBodyAccJerkMag" "std" -0.51993124
"LAYING" 17 "frequency" "BodyBodyAccJerkMag" "std" -0.979657231408451
"SITTING" 17 "frequency" "BodyBodyAccJerkMag" "std" -0.99031962640625
"STANDING" 17 "frequency" "BodyBodyAccJerkMag" "std" -0.989472086666667
"WALKING" 17 "frequency" "BodyBodyAccJerkMag" "std" -0.211231860180328
"WALKING_DOWNSTAIRS" 17 "frequency" "BodyBodyAccJerkMag" "std" -0.236538515947826
"WALKING_UPSTAIRS" 17 "frequency" "BodyBodyAccJerkMag" "std" -0.437383107916667
"LAYING" 18 "frequency" "BodyBodyAccJerkMag" "std" -0.989710656769231
"SITTING" 18 "frequency" "BodyBodyAccJerkMag" "std" -0.991044297894737
"STANDING" 18 "frequency" "BodyBodyAccJerkMag" "std" -0.986277356712329
"WALKING" 18 "frequency" "BodyBodyAccJerkMag" "std" -0.444453486071429
"WALKING_DOWNSTAIRS" 18 "frequency" "BodyBodyAccJerkMag" "std" -0.386565072363636
"WALKING_UPSTAIRS" 18 "frequency" "BodyBodyAccJerkMag" "std" -0.587926077068965
"LAYING" 19 "frequency" "BodyBodyAccJerkMag" "std" -0.979452188433735
"SITTING" 19 "frequency" "BodyBodyAccJerkMag" "std" -0.983687272739726
"STANDING" 19 "frequency" "BodyBodyAccJerkMag" "std" -0.979179149452055
"WALKING" 19 "frequency" "BodyBodyAccJerkMag" "std" -0.0222869586038462
"WALKING_DOWNSTAIRS" 19 "frequency" "BodyBodyAccJerkMag" "std" 0.316346415348718
"WALKING_UPSTAIRS" 19 "frequency" "BodyBodyAccJerkMag" "std" -0.43467125
"LAYING" 20 "frequency" "BodyBodyAccJerkMag" "std" -0.979565196911765
"SITTING" 20 "frequency" "BodyBodyAccJerkMag" "std" -0.972597744242424
"STANDING" 20 "frequency" "BodyBodyAccJerkMag" "std" -0.936025033013699
"WALKING" 20 "frequency" "BodyBodyAccJerkMag" "std" -0.0310650270227451
"WALKING_DOWNSTAIRS" 20 "frequency" "BodyBodyAccJerkMag" "std" 0.0790379799133333
"WALKING_UPSTAIRS" 20 "frequency" "BodyBodyAccJerkMag" "std" -0.280450026862745
"LAYING" 21 "frequency" "BodyBodyAccJerkMag" "std" -0.977604878888889
"SITTING" 21 "frequency" "BodyBodyAccJerkMag" "std" -0.986991549529412
"STANDING" 21 "frequency" "BodyBodyAccJerkMag" "std" -0.97192611741573
"WALKING" 21 "frequency" "BodyBodyAccJerkMag" "std" -0.0186734409634615
"WALKING_DOWNSTAIRS" 21 "frequency" "BodyBodyAccJerkMag" "std" 0.06320531452
"WALKING_UPSTAIRS" 21 "frequency" "BodyBodyAccJerkMag" "std" -0.47772185
"LAYING" 22 "frequency" "BodyBodyAccJerkMag" "std" -0.955635614444444
"SITTING" 22 "frequency" "BodyBodyAccJerkMag" "std" -0.967026275967742
"STANDING" 22 "frequency" "BodyBodyAccJerkMag" "std" -0.95665395968254
"WALKING" 22 "frequency" "BodyBodyAccJerkMag" "std" 0.158286745226087
"WALKING_DOWNSTAIRS" 22 "frequency" "BodyBodyAccJerkMag" "std" -0.118530349166667
"WALKING_UPSTAIRS" 22 "frequency" "BodyBodyAccJerkMag" "std" -0.151299835619048
"LAYING" 23 "frequency" "BodyBodyAccJerkMag" "std" -0.986540200694444
"SITTING" 23 "frequency" "BodyBodyAccJerkMag" "std" -0.972117016617647
"STANDING" 23 "frequency" "BodyBodyAccJerkMag" "std" -0.9750536875
"WALKING" 23 "frequency" "BodyBodyAccJerkMag" "std" -0.0457372334118644
"WALKING_DOWNSTAIRS" 23 "frequency" "BodyBodyAccJerkMag" "std" 0.2244805035
"WALKING_UPSTAIRS" 23 "frequency" "BodyBodyAccJerkMag" "std" -0.454324844901961
"LAYING" 24 "frequency" "BodyBodyAccJerkMag" "std" -0.98328511625
"SITTING" 24 "frequency" "BodyBodyAccJerkMag" "std" -0.98561372
"STANDING" 24 "frequency" "BodyBodyAccJerkMag" "std" -0.973195509565217
"WALKING" 24 "frequency" "BodyBodyAccJerkMag" "std" -0.40297998362069
"WALKING_DOWNSTAIRS" 24 "frequency" "BodyBodyAccJerkMag" "std" -0.0827554911536364
"WALKING_UPSTAIRS" 24 "frequency" "BodyBodyAccJerkMag" "std" -0.45964779779661
"LAYING" 25 "frequency" "BodyBodyAccJerkMag" "std" -0.963601212876712
"SITTING" 25 "frequency" "BodyBodyAccJerkMag" "std" -0.987618801076923
"STANDING" 25 "frequency" "BodyBodyAccJerkMag" "std" -0.982083315
"WALKING" 25 "frequency" "BodyBodyAccJerkMag" "std" -0.51900424972973
"WALKING_DOWNSTAIRS" 25 "frequency" "BodyBodyAccJerkMag" "std" -0.502224768103448
"WALKING_UPSTAIRS" 25 "frequency" "BodyBodyAccJerkMag" "std" -0.703433692615385
"LAYING" 26 "frequency" "BodyBodyAccJerkMag" "std" -0.987901463289474
"SITTING" 26 "frequency" "BodyBodyAccJerkMag" "std" -0.989521272820513
"STANDING" 26 "frequency" "BodyBodyAccJerkMag" "std" -0.981129312702703
"WALKING" 26 "frequency" "BodyBodyAccJerkMag" "std" -0.268948465423729
"WALKING_DOWNSTAIRS" 26 "frequency" "BodyBodyAccJerkMag" "std" -0.067941075972
"WALKING_UPSTAIRS" 26 "frequency" "BodyBodyAccJerkMag" "std" -0.393715352181818
"LAYING" 27 "frequency" "BodyBodyAccJerkMag" "std" -0.988174859594595
"SITTING" 27 "frequency" "BodyBodyAccJerkMag" "std" -0.988531651142857
"STANDING" 27 "frequency" "BodyBodyAccJerkMag" "std" -0.983022277625
"WALKING" 27 "frequency" "BodyBodyAccJerkMag" "std" -0.279732022017544
"WALKING_DOWNSTAIRS" 27 "frequency" "BodyBodyAccJerkMag" "std" -0.113625944990909
"WALKING_UPSTAIRS" 27 "frequency" "BodyBodyAccJerkMag" "std" -0.473011558823529
"LAYING" 28 "frequency" "BodyBodyAccJerkMag" "std" -0.972336128625
"SITTING" 28 "frequency" "BodyBodyAccJerkMag" "std" -0.970823336388889
"STANDING" 28 "frequency" "BodyBodyAccJerkMag" "std" -0.954963155316456
"WALKING" 28 "frequency" "BodyBodyAccJerkMag" "std" -0.436273009814815
"WALKING_DOWNSTAIRS" 28 "frequency" "BodyBodyAccJerkMag" "std" -0.0883598523695652
"WALKING_UPSTAIRS" 28 "frequency" "BodyBodyAccJerkMag" "std" -0.374495907647059
"LAYING" 29 "frequency" "BodyBodyAccJerkMag" "std" -0.994366667681159
"SITTING" 29 "frequency" "BodyBodyAccJerkMag" "std" -0.989822909333333
"STANDING" 29 "frequency" "BodyBodyAccJerkMag" "std" -0.990327934615385
"WALKING" 29 "frequency" "BodyBodyAccJerkMag" "std" -0.169506499226415
"WALKING_DOWNSTAIRS" 29 "frequency" "BodyBodyAccJerkMag" "std" -0.0797714324854167
"WALKING_UPSTAIRS" 29 "frequency" "BodyBodyAccJerkMag" "std" -0.280583556530612
"LAYING" 30 "frequency" "BodyBodyAccJerkMag" "std" -0.968087778
"SITTING" 30 "frequency" "BodyBodyAccJerkMag" "std" -0.985294959032258
"STANDING" 30 "frequency" "BodyBodyAccJerkMag" "std" -0.946639846949153
"WALKING" 30 "frequency" "BodyBodyAccJerkMag" "std" -0.366537416615385
"WALKING_DOWNSTAIRS" 30 "frequency" "BodyBodyAccJerkMag" "std" -0.133124304612577
"WALKING_UPSTAIRS" 30 "frequency" "BodyBodyAccJerkMag" "std" -0.580878133230769
"LAYING" 1 "frequency" "BodyBodyGyroMag" "std" -0.82431943968
"SITTING" 1 "frequency" "BodyBodyGyroMag" "std" -0.932198374893617
"STANDING" 1 "frequency" "BodyBodyGyroMag" "std" -0.978466072075472
"WALKING" 1 "frequency" "BodyBodyGyroMag" "std" -0.321017953894737
"WALKING_DOWNSTAIRS" 1 "frequency" "BodyBodyGyroMag" "std" -0.398350390122449
"WALKING_UPSTAIRS" 1 "frequency" "BodyBodyGyroMag" "std" -0.182985518264151
"LAYING" 2 "frequency" "BodyBodyGyroMag" "std" -0.96109837875
"SITTING" 2 "frequency" "BodyBodyGyroMag" "std" -0.961385745217391
"STANDING" 2 "frequency" "BodyBodyGyroMag" "std" -0.956788725740741
"WALKING" 2 "frequency" "BodyBodyGyroMag" "std" -0.651792839661017
"WALKING_DOWNSTAIRS" 2 "frequency" "BodyBodyGyroMag" "std" -0.372576755361702
"WALKING_UPSTAIRS" 2 "frequency" "BodyBodyGyroMag" "std" -0.438620401875
"LAYING" 3 "frequency" "BodyBodyGyroMag" "std" -0.955441855806452
"SITTING" 3 "frequency" "BodyBodyGyroMag" "std" -0.925449629
"STANDING" 3 "frequency" "BodyBodyGyroMag" "std" -0.883439718032787
"WALKING" 3 "frequency" "BodyBodyGyroMag" "std" -0.632643292931034
"WALKING_DOWNSTAIRS" 3 "frequency" "BodyBodyGyroMag" "std" -0.322440827020408
"WALKING_UPSTAIRS" 3 "frequency" "BodyBodyGyroMag" "std" -0.445181802430508
"LAYING" 4 "frequency" "BodyBodyGyroMag" "std" -0.947100325185185
"SITTING" 4 "frequency" "BodyBodyGyroMag" "std" -0.9288505544
"STANDING" 4 "frequency" "BodyBodyGyroMag" "std" -0.887194404285714
"WALKING" 4 "frequency" "BodyBodyGyroMag" "std" -0.593937200833333
"WALKING_DOWNSTAIRS" 4 "frequency" "BodyBodyGyroMag" "std" -0.457674088
"WALKING_UPSTAIRS" 4 "frequency" "BodyBodyGyroMag" "std" -0.552489628846154
"LAYING" 5 "frequency" "BodyBodyGyroMag" "std" -0.959263063269231
"SITTING" 5 "frequency" "BodyBodyGyroMag" "std" -0.934746865454545
"STANDING" 5 "frequency" "BodyBodyGyroMag" "std" -0.868913993928571
"WALKING" 5 "frequency" "BodyBodyGyroMag" "std" -0.589741506785714
"WALKING_DOWNSTAIRS" 5 "frequency" "BodyBodyGyroMag" "std" -0.484141274255319
"WALKING_UPSTAIRS" 5 "frequency" "BodyBodyGyroMag" "std" -0.440445051914894
"LAYING" 6 "frequency" "BodyBodyGyroMag" "std" -0.928694890175439
"SITTING" 6 "frequency" "BodyBodyGyroMag" "std" -0.929549141636364
"STANDING" 6 "frequency" "BodyBodyGyroMag" "std" -0.923108761578947
"WALKING" 6 "frequency" "BodyBodyGyroMag" "std" -0.510648322631579
"WALKING_DOWNSTAIRS" 6 "frequency" "BodyBodyGyroMag" "std" -0.242353857320833
"WALKING_UPSTAIRS" 6 "frequency" "BodyBodyGyroMag" "std" -0.318173892545098
"LAYING" 7 "frequency" "BodyBodyGyroMag" "std" -0.918892518653846
"SITTING" 7 "frequency" "BodyBodyGyroMag" "std" -0.895804978125
"STANDING" 7 "frequency" "BodyBodyGyroMag" "std" -0.919848139056604
"WALKING" 7 "frequency" "BodyBodyGyroMag" "std" -0.343894914947368
"WALKING_DOWNSTAIRS" 7 "frequency" "BodyBodyGyroMag" "std" -0.396909651702128
"WALKING_UPSTAIRS" 7 "frequency" "BodyBodyGyroMag" "std" -0.444994481882353
"LAYING" 8 "frequency" "BodyBodyGyroMag" "std" -0.93678697
"SITTING" 8 "frequency" "BodyBodyGyroMag" "std" -0.953251156521739
"STANDING" 8 "frequency" "BodyBodyGyroMag" "std" -0.954119826296296
"WALKING" 8 "frequency" "BodyBodyGyroMag" "std" -0.327459577895833
"WALKING_DOWNSTAIRS" 8 "frequency" "BodyBodyGyroMag" "std" -0.255590314210526
"WALKING_UPSTAIRS" 8 "frequency" "BodyBodyGyroMag" "std" -0.183325647134146
"LAYING" 9 "frequency" "BodyBodyGyroMag" "std" -0.9034005814
"SITTING" 9 "frequency" "BodyBodyGyroMag" "std" -0.9064712292
"STANDING" 9 "frequency" "BodyBodyGyroMag" "std" -0.910909659555556
"WALKING" 9 "frequency" "BodyBodyGyroMag" "std" -0.562714528653846
"WALKING_DOWNSTAIRS" 9 "frequency" "BodyBodyGyroMag" "std" -0.424170737142857
"WALKING_UPSTAIRS" 9 "frequency" "BodyBodyGyroMag" "std" -0.456841325204082
"LAYING" 10 "frequency" "BodyBodyGyroMag" "std" -0.933701315344828
"SITTING" 10 "frequency" "BodyBodyGyroMag" "std" -0.962459956111111
"STANDING" 10 "frequency" "BodyBodyGyroMag" "std" -0.922961550454545
"WALKING" 10 "frequency" "BodyBodyGyroMag" "std" -0.499759796981132
"WALKING_DOWNSTAIRS" 10 "frequency" "BodyBodyGyroMag" "std" -0.387780104447368
"WALKING_UPSTAIRS" 10 "frequency" "BodyBodyGyroMag" "std" -0.166969377765957
"LAYING" 11 "frequency" "BodyBodyGyroMag" "std" -0.954849053508772
"SITTING" 11 "frequency" "BodyBodyGyroMag" "std" -0.960711241886792
"STANDING" 11 "frequency" "BodyBodyGyroMag" "std" -0.977437710851064
"WALKING" 11 "frequency" "BodyBodyGyroMag" "std" -0.59974543779661
"WALKING_DOWNSTAIRS" 11 "frequency" "BodyBodyGyroMag" "std" -0.380559426947826
"WALKING_UPSTAIRS" 11 "frequency" "BodyBodyGyroMag" "std" -0.381223382777778
"LAYING" 12 "frequency" "BodyBodyGyroMag" "std" -0.940373827666667
"SITTING" 12 "frequency" "BodyBodyGyroMag" "std" -0.948460978823529
"STANDING" 12 "frequency" "BodyBodyGyroMag" "std" -0.850033171967213
"WALKING" 12 "frequency" "BodyBodyGyroMag" "std" -0.4948022154
"WALKING_DOWNSTAIRS" 12 "frequency" "BodyBodyGyroMag" "std" -0.423553971956522
"WALKING_UPSTAIRS" 12 "frequency" "BodyBodyGyroMag" "std" -0.564435086711538
"LAYING" 13 "frequency" "BodyBodyGyroMag" "std" -0.946133432096774
"SITTING" 13 "frequency" "BodyBodyGyroMag" "std" -0.96426809755102
"STANDING" 13 "frequency" "BodyBodyGyroMag" "std" -0.946857485438596
"WALKING" 13 "frequency" "BodyBodyGyroMag" "std" -0.379951835438597
"WALKING_DOWNSTAIRS" 13 "frequency" "BodyBodyGyroMag" "std" -0.400560061212766
"WALKING_UPSTAIRS" 13 "frequency" "BodyBodyGyroMag" "std" -0.470770800363636
"LAYING" 14 "frequency" "BodyBodyGyroMag" "std" -0.917760104901961
"SITTING" 14 "frequency" "BodyBodyGyroMag" "std" -0.946517963703704
"STANDING" 14 "frequency" "BodyBodyGyroMag" "std" -0.934815560833333
"WALKING" 14 "frequency" "BodyBodyGyroMag" "std" -0.265504551525424
"WALKING_DOWNSTAIRS" 14 "frequency" "BodyBodyGyroMag" "std" -0.223927430580444
"WALKING_UPSTAIRS" 14 "frequency" "BodyBodyGyroMag" "std" 0.236659662496296
"LAYING" 15 "frequency" "BodyBodyGyroMag" "std" -0.923682244861111
"SITTING" 15 "frequency" "BodyBodyGyroMag" "std" -0.963378228474576
"STANDING" 15 "frequency" "BodyBodyGyroMag" "std" -0.928838303773585
"WALKING" 15 "frequency" "BodyBodyGyroMag" "std" -0.481750218518519
"WALKING_DOWNSTAIRS" 15 "frequency" "BodyBodyGyroMag" "std" -0.34938720602381
"WALKING_UPSTAIRS" 15 "frequency" "BodyBodyGyroMag" "std" -0.308585869854167
"LAYING" 16 "frequency" "BodyBodyGyroMag" "std" -0.958975084
"SITTING" 16 "frequency" "BodyBodyGyroMag" "std" -0.938863215072464
"STANDING" 16 "frequency" "BodyBodyGyroMag" "std" -0.963574736025641
"WALKING" 16 "frequency" "BodyBodyGyroMag" "std" -0.721137001568627
"WALKING_DOWNSTAIRS" 16 "frequency" "BodyBodyGyroMag" "std" -0.479939845914894
"WALKING_UPSTAIRS" 16 "frequency" "BodyBodyGyroMag" "std" -0.532486721568627
"LAYING" 17 "frequency" "BodyBodyGyroMag" "std" -0.96002383915493
"SITTING" 17 "frequency" "BodyBodyGyroMag" "std" -0.97471085296875
"STANDING" 17 "frequency" "BodyBodyGyroMag" "std" -0.977263418717949
"WALKING" 17 "frequency" "BodyBodyGyroMag" "std" -0.615320077704918
"WALKING_DOWNSTAIRS" 17 "frequency" "BodyBodyGyroMag" "std" -0.428868687826087
"WALKING_UPSTAIRS" 17 "frequency" "BodyBodyGyroMag" "std" -0.496444579791667
"LAYING" 18 "frequency" "BodyBodyGyroMag" "std" -0.981468841692308
"SITTING" 18 "frequency" "BodyBodyGyroMag" "std" -0.981252632807018
"STANDING" 18 "frequency" "BodyBodyGyroMag" "std" -0.95911345739726
"WALKING" 18 "frequency" "BodyBodyGyroMag" "std" -0.668908146607143
"WALKING_DOWNSTAIRS" 18 "frequency" "BodyBodyGyroMag" "std" -0.533844932145455
"WALKING_UPSTAIRS" 18 "frequency" "BodyBodyGyroMag" "std" -0.533044636034483
"LAYING" 19 "frequency" "BodyBodyGyroMag" "std" -0.957496024457831
"SITTING" 19 "frequency" "BodyBodyGyroMag" "std" -0.950484417260274
"STANDING" 19 "frequency" "BodyBodyGyroMag" "std" -0.936723548493151
"WALKING" 19 "frequency" "BodyBodyGyroMag" "std" -0.141598402309615
"WALKING_DOWNSTAIRS" 19 "frequency" "BodyBodyGyroMag" "std" 0.0320366671179487
"WALKING_UPSTAIRS" 19 "frequency" "BodyBodyGyroMag" "std" -0.3771327525
"LAYING" 20 "frequency" "BodyBodyGyroMag" "std" -0.964205915441177
"SITTING" 20 "frequency" "BodyBodyGyroMag" "std" -0.943725755909091
"STANDING" 20 "frequency" "BodyBodyGyroMag" "std" -0.849127347123288
"WALKING" 20 "frequency" "BodyBodyGyroMag" "std" -0.196210236058824
"WALKING_DOWNSTAIRS" 20 "frequency" "BodyBodyGyroMag" "std" -0.151681987177778
"WALKING_UPSTAIRS" 20 "frequency" "BodyBodyGyroMag" "std" -0.360948341823529
"LAYING" 21 "frequency" "BodyBodyGyroMag" "std" -0.949736575111111
"SITTING" 21 "frequency" "BodyBodyGyroMag" "std" -0.972027251294118
"STANDING" 21 "frequency" "BodyBodyGyroMag" "std" -0.947763172921348
"WALKING" 21 "frequency" "BodyBodyGyroMag" "std" -0.512249343076923
"WALKING_DOWNSTAIRS" 21 "frequency" "BodyBodyGyroMag" "std" -0.484489974222222
"WALKING_UPSTAIRS" 21 "frequency" "BodyBodyGyroMag" "std" -0.483407096425532
"LAYING" 22 "frequency" "BodyBodyGyroMag" "std" -0.923552358194444
"SITTING" 22 "frequency" "BodyBodyGyroMag" "std" -0.93356300983871
"STANDING" 22 "frequency" "BodyBodyGyroMag" "std" -0.900222411269841
"WALKING" 22 "frequency" "BodyBodyGyroMag" "std" -0.464019127391304
"WALKING_DOWNSTAIRS" 22 "frequency" "BodyBodyGyroMag" "std" -0.341863671805556
"WALKING_UPSTAIRS" 22 "frequency" "BodyBodyGyroMag" "std" -0.234023031571429
"LAYING" 23 "frequency" "BodyBodyGyroMag" "std" -0.959025538194444
"SITTING" 23 "frequency" "BodyBodyGyroMag" "std" -0.938680776617647
"STANDING" 23 "frequency" "BodyBodyGyroMag" "std" -0.924805421470588
"WALKING" 23 "frequency" "BodyBodyGyroMag" "std" -0.061476584759322
"WALKING_DOWNSTAIRS" 23 "frequency" "BodyBodyGyroMag" "std" -0.218930425944444
"WALKING_UPSTAIRS" 23 "frequency" "BodyBodyGyroMag" "std" -0.470491576431373
"LAYING" 24 "frequency" "BodyBodyGyroMag" "std" -0.961369084583333
"SITTING" 24 "frequency" "BodyBodyGyroMag" "std" -0.969105899117647
"STANDING" 24 "frequency" "BodyBodyGyroMag" "std" -0.954407176956522
"WALKING" 24 "frequency" "BodyBodyGyroMag" "std" -0.668032801896552
"WALKING_DOWNSTAIRS" 24 "frequency" "BodyBodyGyroMag" "std" -0.470147270181818
"WALKING_UPSTAIRS" 24 "frequency" "BodyBodyGyroMag" "std" -0.54907099
"LAYING" 25 "frequency" "BodyBodyGyroMag" "std" -0.850661340684931
"SITTING" 25 "frequency" "BodyBodyGyroMag" "std" -0.970321897230769
"STANDING" 25 "frequency" "BodyBodyGyroMag" "std" -0.961090396891892
"WALKING" 25 "frequency" "BodyBodyGyroMag" "std" -0.529262243378378
"WALKING_DOWNSTAIRS" 25 "frequency" "BodyBodyGyroMag" "std" -0.423707329706897
"WALKING_UPSTAIRS" 25 "frequency" "BodyBodyGyroMag" "std" -0.386612992876923
"LAYING" 26 "frequency" "BodyBodyGyroMag" "std" -0.96613921868421
"SITTING" 26 "frequency" "BodyBodyGyroMag" "std" -0.963650652307692
"STANDING" 26 "frequency" "BodyBodyGyroMag" "std" -0.962967605810811
"WALKING" 26 "frequency" "BodyBodyGyroMag" "std" -0.60946621661017
"WALKING_DOWNSTAIRS" 26 "frequency" "BodyBodyGyroMag" "std" -0.39299065312
"WALKING_UPSTAIRS" 26 "frequency" "BodyBodyGyroMag" "std" -0.569632
"LAYING" 27 "frequency" "BodyBodyGyroMag" "std" -0.971806236756757
"SITTING" 27 "frequency" "BodyBodyGyroMag" "std" -0.970528266285714
"STANDING" 27 "frequency" "BodyBodyGyroMag" "std" -0.96540017025
"WALKING" 27 "frequency" "BodyBodyGyroMag" "std" -0.546888146491228
"WALKING_DOWNSTAIRS" 27 "frequency" "BodyBodyGyroMag" "std" -0.397984195568182
"WALKING_UPSTAIRS" 27 "frequency" "BodyBodyGyroMag" "std" -0.523335975411765
"LAYING" 28 "frequency" "BodyBodyGyroMag" "std" -0.931675004125
"SITTING" 28 "frequency" "BodyBodyGyroMag" "std" -0.953534292638889
"STANDING" 28 "frequency" "BodyBodyGyroMag" "std" -0.878459662025316
"WALKING" 28 "frequency" "BodyBodyGyroMag" "std" -0.516811574074074
"WALKING_DOWNSTAIRS" 28 "frequency" "BodyBodyGyroMag" "std" -0.362903836717391
"WALKING_UPSTAIRS" 28 "frequency" "BodyBodyGyroMag" "std" -0.528187016862745
"LAYING" 29 "frequency" "BodyBodyGyroMag" "std" -0.976679046231884
"SITTING" 29 "frequency" "BodyBodyGyroMag" "std" -0.971011373
"STANDING" 29 "frequency" "BodyBodyGyroMag" "std" -0.975938728769231
"WALKING" 29 "frequency" "BodyBodyGyroMag" "std" -0.429156830566038
"WALKING_DOWNSTAIRS" 29 "frequency" "BodyBodyGyroMag" "std" -0.323024575098542
"WALKING_UPSTAIRS" 29 "frequency" "BodyBodyGyroMag" "std" -0.074331469755102
"LAYING" 30 "frequency" "BodyBodyGyroMag" "std" -0.952644449285714
"SITTING" 30 "frequency" "BodyBodyGyroMag" "std" -0.959513937258065
"STANDING" 30 "frequency" "BodyBodyGyroMag" "std" -0.888872227966102
"WALKING" 30 "frequency" "BodyBodyGyroMag" "std" -0.331541740923077
"WALKING_DOWNSTAIRS" 30 "frequency" "BodyBodyGyroMag" "std" -0.252361882572581
"WALKING_UPSTAIRS" 30 "frequency" "BodyBodyGyroMag" "std" -0.151472278383077
"LAYING" 1 "frequency" "BodyBodyGyroJerkMag" "std" -0.9326606676
"SITTING" 1 "frequency" "BodyBodyGyroJerkMag" "std" -0.987049617234043
"STANDING" 1 "frequency" "BodyBodyGyroJerkMag" "std" -0.994671123207547
"WALKING" 1 "frequency" "BodyBodyGyroJerkMag" "std" -0.381601911789474
"WALKING_DOWNSTAIRS" 1 "frequency" "BodyBodyGyroJerkMag" "std" -0.391919876612245
"WALKING_UPSTAIRS" 1 "frequency" "BodyBodyGyroJerkMag" "std" -0.693930521509434
"LAYING" 2 "frequency" "BodyBodyGyroJerkMag" "std" -0.989492660416667
"SITTING" 2 "frequency" "BodyBodyGyroJerkMag" "std" -0.989632908913043
"STANDING" 2 "frequency" "BodyBodyGyroJerkMag" "std" -0.977754298148148
"WALKING" 2 "frequency" "BodyBodyGyroJerkMag" "std" -0.558104554745763
"WALKING_DOWNSTAIRS" 2 "frequency" "BodyBodyGyroJerkMag" "std" -0.343698985425532
"WALKING_UPSTAIRS" 2 "frequency" "BodyBodyGyroJerkMag" "std" -0.621820202916667
"LAYING" 3 "frequency" "BodyBodyGyroJerkMag" "std" -0.982568158064516
"SITTING" 3 "frequency" "BodyBodyGyroJerkMag" "std" -0.976689802692308
"STANDING" 3 "frequency" "BodyBodyGyroJerkMag" "std" -0.957121510491803
"WALKING" 3 "frequency" "BodyBodyGyroJerkMag" "std" -0.549087007931034
"WALKING_DOWNSTAIRS" 3 "frequency" "BodyBodyGyroJerkMag" "std" -0.624910820612245
"WALKING_UPSTAIRS" 3 "frequency" "BodyBodyGyroJerkMag" "std" -0.740033436271186
"LAYING" 4 "frequency" "BodyBodyGyroJerkMag" "std" -0.982543631666667
"SITTING" 4 "frequency" "BodyBodyGyroJerkMag" "std" -0.9762617538
"STANDING" 4 "frequency" "BodyBodyGyroJerkMag" "std" -0.9664302175
"WALKING" 4 "frequency" "BodyBodyGyroJerkMag" "std" -0.757768081166667
"WALKING_DOWNSTAIRS" 4 "frequency" "BodyBodyGyroJerkMag" "std" -0.685470931777778
"WALKING_UPSTAIRS" 4 "frequency" "BodyBodyGyroJerkMag" "std" -0.794209483076923
"LAYING" 5 "frequency" "BodyBodyGyroJerkMag" "std" -0.983434493076923
"SITTING" 5 "frequency" "BodyBodyGyroJerkMag" "std" -0.970675403409091
